sp_common_name_uppercase_IBP,sp_scientific_name_IBP,species_4code_IBP,species_6code_IBP,species_4code_LPBBC,BOTW_citation,BOTW_reference,sp_weight_g,weight_reference,habitat_guild_BOTW,food_item_BOTW,nest_guild_BOTW,forage_behavior_BOTW,conservation_status_BOTW,food_foraging_guild_degraaf,habitat_foraging_guild_degraaf,behaviour_foraging_guild_degraaf,sp_common_name_uppercase_NHIC,sp_scientific_name_NHIC,sp_common_name_lowercase_NHIC,sp_common_name_noun_NHIC,sp_common_name_sentence_NHIC,sp_author_NHIC,sp_french_name_NHIC,sp_common_name_AOS,sp_french_name_AOS,sp_order_AOS,sp_family_AOS,sp_subfamily_name_AOS,sp_genus_AOS,sp_scientific_name_AOS,status_introduced_AOS,sp_common_name_PFN,sp_Ojibwe_name_PFN,sp_name_meaning_PFN,sp_latin_name_PFN,Breeding.Biome,Winter.Biome,Family,bird.group,Migrate,AI,native,popest,popestlci,popestuci,first_year_popest,last_year_popest,Pop.source,Trajectory_data_source,Trajectory_firstyear,Trajectory_lastyear,Loss_med,Loss_lci,Loss_uci,Loss_lqrt,Loss_uqrt,PopUsCa,PopLC95,PopUC95,TimeAdj.meanlog,TimeAdj.sdlog,Distance Adj.,Pair Adj.
Red-eyed Vireo,Vireo olivaceus,REVI,VIROLI,REVI,"Cimprich et al., 2020","Cimprich, D. A., Moore, F. R., & Guilfoyle, M. P. (2020). Red-eyed Vireo (Vireo olivaceus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.reevir1.01species_shared.bow.project_name",17.29,Long Point Bird Observatory,forests,insects,tree,foliage gleaner,low concern,Insectivore,upper-canopy,gleaner,Red-eyed Vireo,Vireo olivaceus,red-eyed vireo,red-eyed vireo,Red-eyed vireo,"(Linnaeus, 1766)",Viréo aux yeux rouges,Red-eyed Vireo,Viréo aux yeux rouges,Passeriformes,Vireonidae,,Vireo,Vireo olivaceus,,,,,,Forest Generalist,South America,Vireonidae,landbird,M,other,native,130756817,121405110,141235333,2006,2015,PIF0615,BBS7017,1970,2017,-43805241.4,-53622217.41,-34563497.6,-47056909.56,-40543275.48,130756816.5,121405109.5,141235332.5,0.250511261,0.017879662,125,2
Red-headed Woodpecker,Melanerpes erythrocephalus,RHWO,MELERY,RHWO,"Frei et al., 2020","Frei, B., Smith, K. G., Withgott, J. H., Rodewald, P. G., Pyle, P., & Patten, M. A. (2020). Red-headed Woodpecker (Melanerpes erythrocephalus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rehwoo.01species_shared.bow.project_name",70.78,Long Point Bird Observatory,open woodlands,omnivore,cavity,flycatching,declining,Insectivore,air,sallier,Red-headed Woodpecker,Melanerpes erythrocephalus,red-headed woodpecker,red-headed woodpecker,Red-headed woodpecker,"(Linnaeus, 1758)",Pic à tête rouge,Red-headed Woodpecker,Pic à tête rouge,Piciformes,Picidae,Picinae,Melanerpes,Melanerpes erythrocephalus,,Red-headed woodpecker,Pa'que-a-mo',The bird that breaks off pieces ,Melanerpes erythrocephalus,Eastern Forest,Temperate North America,Picidae,landbird,M,other,native,1802639,1587954,2066531,2006,2015,PIF0615,BBS7017,1970,2017,2438935.875,2062909.125,2843254.105,2303392.958,2577543.791,1802638.606,1587953.5,2066531,0.27695727,0.007585097,200,1.25
Red-tailed Hawk,Buteo jamaicensis,RTHA,BUTJAM,RTHA,"Preston and Beane, 2020","Preston, C. R., & Beane, R. D. (2020). Red-tailed Hawk (Buteo jamaicensis), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rethaw.01species_shared.bow.project_name",1126,Birds of the World,forests,small animals,tree,soaring,low concern,Carnivore,ground,hawker,Red-tailed Hawk,Buteo jamaicensis,red-tailed hawk,red-tailed hawk,Red-tailed hawk,"(Gmelin, 1788)",Buse à queue rousse,Red-tailed Hawk,Buse à queue rousse,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo jamaicensis,,Red-tailed hawk,Mis'qua-na-ni'-si,small red hawk,Buteo borealis,Habitat Generalist,Widespread,Accipitridae,landbird,M,other,native,2808115,2579824,3052334,2006,2015,PIF0615,BBS7017,1970,2017,-1649717.682,-1868102.332,-1451141.522,-1724720.45,-1577264.274,2808115.479,2579824,3052334,0.437107989,0.008314715,300,1.25
Ruby-throated Hummingbird,Archilochus colubris,RTHU,ARCCOL,RTHU,"Weidensaul et al., 2020","Weidensaul, S., Robinson, T. R., Sargent, R. R., Sargent, M. B., & Zenzal, T. J. (2020). Ruby-throated Hummingbird (Archilochus colubris), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rthhum.01species_shared.bow.project_name",3.2,Birds of the World,open woodlands,nectar,tree,hovering,low concern,Omnivore,floral,hover-gleaner,Ruby-throated Hummingbird,Archilochus colubris,ruby-throated hummingbird,ruby-throated hummingbird,Ruby-throated hummingbird,"(Linnaeus, 1758)",Colibri à gorge rubis,Ruby-throated Hummingbird,Colibri à gorge rubis,Apodiformes,Trochilidae,Trochilinae,Archilochus,Archilochus colubris,,,,,,Eastern Forest,Mexico-Central America,Trochilidae,landbird,M,other,native,35777111,31236693,40921667,2006,2015,PIF0615,BBS7017,1970,2017,-17301713.5,-20866674.69,-14105515.55,-18484655.78,-16147615.86,35777111.08,31236693,40921666.5,0.296114683,0.004821445,50,2
Red-winged Blackbird,Agelaius phoeniceus,RWBL,AGEPHO,RWBL,"Yasukawa and Searcy, 2020","Yasukawa, K., & Searcy, W. A. (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.rewbla.01species_shared.bow.project_name",58.02,Birds of the World,marshes,insects,shrub,ground forager,low concern,Omnivore,ground,forage,Red-winged Blackbird,Agelaius phoeniceus,red-winged blackbird,red-winged blackbird,Red-winged blackbird,"(Linnaeus, 1766)",Carouge à épaulettes,Red-winged Blackbird,Carouge à épaulettes,Passeriformes,Icteridae,Agelaiinae,Agelaius,Agelaius phoeniceus,,,,,,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,172973570,154908749,196698929,2006,2015,PIF0615,BBS7017,1970,2017,92754827.79,77318657.23,109047181,87286801.73,98222647.17,172973569.9,154908748.5,196698928.5,0.294722634,0.048341194,200,1.25
Scarlet Tanager,Piranga olivacea,SCTA,PIROLI,SCTA,"Mowbray, 2020","Mowbray, T. B. (2020). Scarlet Tanager (Piranga olivacea), version 1.0. Birds of the World. https://doi.org/10.2173/bow.scatan.01species_shared.bow.project_name",29.44,Long Point Bird Observatory,forests,insects,tree,foliage gleaner,low concern,Insectivore,upper-canopy,gleaner,Scarlet Tanager,Piranga olivacea,scarlet tanager,scarlet tanager,Scarlet tanager,"(Gmelin, 1789)",Piranga écarlate,Scarlet Tanager,Piranga écarlate,Passeriformes,Cardinalidae,,Piranga,Piranga olivacea,,Scarlet Tanager,O-da'-gi-na-ma-ne'-shi,Don’t know meaning other name is Ish'-ko-de-bin-ne'-shi which means fire bird ,Pyranga rubra,Eastern Forest,South America,Cardinalidae,landbird,M,other,native,2574915,2256623,2956329,2006,2015,PIF0615,BBS7017,1970,2017,301716.2588,117878.5541,497516.1301,236828.2597,368151.8566,2574914.813,2256622.5,2956329,0.101735649,0.006773229,200,2
Sora,Porzana carolina,SORA,PORCAR,SORA,"Melvin and Gibbs, 2020","Melvin, S. M., & Gibbs, J. P. (2020). Sora (Porzana carolina), version 1.0. Birds of the World. https://doi.org/10.2173/bow.sora.01species_shared.bow.project_name",89.33,Long Point Bird Observatory,marshes,seeds,floating,ground forager,low concern,Omnivore,fresh-marsh,forager,Sora,Porzana carolina,sora,sora,Sora,"(Linnaeus, 1758)",Marouette de Caroline,Sora,Marouette de Caroline,Gruiformes,Rallidae,,Porzana,Porzana carolina,,Sora Rail,"Mo-no'-min-i-kesh-I, Manoomin bineshi","Rice bird. From its living in the swamps of wild rice, the only rail that the locals are familiar with, use the same name for all other rails",Porzana Carolina,Wetland,Temperate North America,Rallidae,waterbird,M,other,native,4428137,3481892,5601019,2006,2015,PIF0615,BBS7017,1970,2017,-895238.9762,-3035397.166,512670.6551,-1551784.942,-353288.1243,4428137.329,3481892.403,5601018.712,0.288164849,0.012031816,200,2
Song Sparrow,Melospiza melodia,SOSP,MELMEL,SOSP,"Arcese et al., 2020","Arcese, P., Sogge, M. K., Marr, A. B., & Patten, M. A. (2020). Song Sparrow (Melospiza melodia), version 1.0. Birds of the World. https://doi.org/10.2173/bow.sonspa.01species_shared.bow.project_name",20.68,Birds of the World,open woodlands,insects,shrub,ground forager,low concern,Omnivore,lower-canopyforager,ground,Song Sparrow,Melospiza melodia,song sparrow,song sparrow,Song sparrow,"(Wilson, 1810)",Bruant chanteur,Song Sparrow,Bruant chanteur,Passeriformes,Passerellidae,,Melospiza,Melospiza melodia,,,,,,Habitat Generalist,Temperate North America,Passerellidae,landbird,M,other,native,126053605,118934257,133938545,2006,2015,PIF0615,BBS7017,1970,2017,55082452.28,44568048.84,65846626.07,51610368.03,58699961.08,126053605,118934257,133938545,0.377871011,0.025177923,125,2
Spotted Sandpiper,Actitis macularius,SPSA,ACTMAC,SPSA,"Reed et al., 2020","Reed, J. M., Oring, L. W., & Gray, E. M. (2020). Spotted Sandpiper (Actitis macularius), version 1.0. Birds of the World. https://doi.org/10.2173/bow.sposan.01species_shared.bow.project_name",40.65,Long Point Bird Observatory,shorelines,small animals,ground,probing,low concern,Insectivore,shoreline,gleaner,Spotted Sandpiper,Actitis macularius,spotted sandpiper,spotted sandpiper,Spotted sandpiper,"(Linnaeus, 1766)",Chevalier grivelé,Spotted Sandpiper,Chevalier grivelé,Charadriiformes,Scolopacidae,Tringinae,Actitis,Actitis macularius,,,,,,Wetland,Widespread,Scolopacidae,shorebird,M,other,native,660000,264000,1650000,2011,2013,Shoreb12,BBS7017,1970,2017,582634.1363,0.954426626,1223862.053,368898.5304,803088.975,Missing,,,,,,
Sharp-shinned Hawk,Accipiter striatus,SSHA,ACCSTR,SSHA,"Bildstein et al., 2020","Bildstein, K. L., Meyer, K. D., White, C. M., Marks, J. S., & Kirwan, G. M. (2020). Sharp-shinned Hawk (Accipiter striatus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.shshaw.01species_shared.bow.project_name",141.25,Birds of the World,forests,birds,tree,aerial dive,low concern,Carnivore,air,hawker,Sharp-shinned Hawk,Accipiter striatus,sharp-shinned hawk,sharp-shinned hawk,Sharp-shinned hawk,"(Vieillot, 1808)",Épervier brun,Sharp-shinned Hawk,Épervier brun,Accipitriformes,Accipitridae,Accipitrinae,Accipiter,Accipiter striatus,,Sharp-shinned hawk,Ke-kek',,Accipiter fuscus,Forest Generalist,Widespread,Accipitridae,landbird,M,other,native,405947,303414,524274,2006,2015,PIF0615,BBS7017,1970,2017,-183725.485,-261124.6762,-121986.8553,-208630.987,-160915.4719,405946.836,303414,524274,0.19572212,0.001721087,125,2
Swamp Sparrow,Melospiza georgiana,SWSP,MELGEO,SWSP,"Herbert and Mowbray, 2020","Herbert, J. A., & Mowbray, T. B. (2020). Swamp Sparrow (Melospiza georgiana), version 1.0. Birds of the World. https://doi.org/10.2173/bow.swaspa.01species_shared.bow.project_name",16.41,Long Point Bird Observatory,marshes,insects,shrub,ground forager,low concern,Omnivore,ground,forager,Swamp Sparrow,Melospiza georgiana,swamp sparrow,swamp sparrow,Swamp sparrow,"(Latham, 1790)",Bruant des marais,Swamp Sparrow,Bruant des marais,Passeriformes,Passerellidae,,Melospiza,Melospiza georgiana,,Swamp sparrow,Mus-ko'-zi-bi-ne 'shi,"Marsh bird, not distinguished from the two wrens  - Muskozi bineshi",Melospisa palustris,Wetland,Temperate North America,Passerellidae,landbird,M,other,native,23261464,20193095,26315495,2006,2015,PIF0615,BBS7017,1970,2017,-10270405.77,-14464894.8,-6799244.026,-11683436.55,-9009435.792,23261463.98,20193095,26315494.5,0.505455805,0.013070146,125,2
Tree Swallow,Tachycineta bicolor,TRES,TACBIC,TRES,"Winkler et al., 2020","Winkler, D. W., Hallinger, K. K., Ardia, D. R., Robertson, R. J., Stutchbury, B. J., & Cohen, R. R. (2020). Tree Swallow (Tachycineta bicolor), version 1.0. Birds of the World. https://doi.org/10.2173/bow.treswa.01species_shared.bow.project_name",21.55,Long Point Bird Observatory,lakes and ponds,insects,cavity,aerial forager,low concern,Insectivore,air,screener,Tree Swallow,Tachycineta bicolor,tree swallow,tree swallow,Tree swallow,"(Vieillot, 1808)",Hirondelle bicolore,Tree Swallow,Hirondelle bicolore,Passeriformes,Hirundinidae,Hirundininae,Tachycineta,Tachycineta bicolor,,,,,,Habitat Generalist,Widespread,Hirundinidae,landbird,M,AI,native,18581775,16732180,20563777,2006,2015,PIF0615,BBS7017,1970,2017,12732185.49,10394535.39,15211117.96,11947497.3,13571231.65,18581775.27,16732180,20563777,0.136023938,0.016419183,200,1.75
Veery,Catharus fuscescens,VEER,CATFUN,VEER,"Heckscher et al., 2020","Heckscher, C. M., Bevier, L. R., Poole, A. F., Moskoff, W., Pyle, P., & Patten, M. A. (2020). Veery (Catharus fuscescens), version 1.0. Birds of the World. https://doi.org/10.2173/bow.veery.01species_shared.bow.project_name",31.63,Long Point Bird Observatory,forests,insects,ground,ground forager,low concern,Omnivore,ground,forager,Veery,Catharus fuscescens,veery,veery,Veery,"(Stephens, 1817)",Grive fauve,Veery,Grive fauve,Passeriformes,Turdidae,,Catharus,Catharus fuscescens,,,,,,Forest Generalist,South America,Turdidae,landbird,M,other,native,11186101,9451271,13166545,2006,2015,PIF0615,BBS7017,1970,2017,6970872.267,5334513.942,8781439.255,6398073.304,7560334.787,11186101.15,9451270.5,13166544.5,0.483652865,0.014851972,200,2
Virginia Rail,Rallus limicola,VIRA,RALLIM,VIRA,"Conway, 2020","Conway, C. J. (2020). Virginia Rail (Rallus limicola), version 1.0. Birds of the World. https://doi.org/10.2173/bow.virrai.01species_shared.bow.project_name",81.28,Long Point Bird Observatory,marshes,aquatic invertebrates,ground,probing,low concern,Insectivore,marsh,prober,Virginia Rail,Rallus limicola,virginia rail,Virginia rail,Virginia rail,"(Vieillot, 1819)",Râle de Virginie,Virginia Rail,Râle de Virginie,Gruiformes,Rallidae,,Rallus,Rallus limicola,,,,,,Wetland,Temperate North America,Rallidae,waterbird,M,other,native,232547,160326,321031,2006,2015,PIF0615,BBS7017,1970,2017,-125520.1581,-212323.8732,-64428.35419,-151928.4973,-101401.1321,232547.22,160325.725,321030.975,0.252412972,0.03342029,125,2
Warbling Vireo,Vireo gilvus,WAVI,VIRGIL,WAVI,"Gardali and Ballard, 2020","Gardali, T., & Ballard, G. (2020). Warbling Vireo (Vireo gilvus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.warvir.01species_shared.bow.project_name",13.47,Long Point Bird Observatory,open woodlands,insects,tree,foliage gleaner,low concern,Insectivore,upper-canopy,gleaner,Warbling Vireo,Vireo gilvus,warbling vireo,warbling vireo,Warbling vireo,"(Vieillot, 1808)",Viréo mélodieux,Warbling Vireo,Viréo mélodieux,Passeriformes,Vireonidae,,Vireo,Vireo gilvus,,,,,,Forest Generalist,Mexico-Central America,Vireonidae,landbird,M,other,native,52333042,46022570,58752802,2006,2015,PIF0615,BBS7017,1970,2017,-18692213.02,-24456664.29,-13608074.19,-20553992.2,-16923163.59,52333041.82,46022569.5,58752802,0.230417562,0.011166342,125,2
White-breasted Nuthatch,Sitta carolinensis,WBNU,SITCAR,WBNU,"Grubb Jr. and Pravosudov, 2020","Grubb Jr., T. C., & Pravosudov, V. V. (2020). White-breasted Nuthatch (Sitta carolinensis), version 1.0. Birds of the World. https://doi.org/10.2173/bow.whbnut.01species_shared.bow.project_name",20.68,Long Point Bird Observatory,forests,insects,cavity,bark forager,low concern,Insectivore,bark,gleaner,White-breasted Nuthatch,Sitta carolinensis,white-breasted nuthatch,white-breasted nuthatch,White-breasted nuthatch,"(Latham, 1790)",Sittelle à poitrine blanche,White-breasted Nuthatch,Sittelle à poitrine blanche,Passeriformes,Sittidae,Sittinae,Sitta,Sitta carolinensis,,White-bellied nuthatch ,Chi-Chi-ga'-nan-da-we'-shi,Imitation of song ,Sitta carolinensis,Forest Generalist,Temperate North America,Sittidae,landbird,R,other,native,10035072,9249484,10873200,2006,2015,PIF0615,BBS7017,1970,2017,-6484091.202,-7543641.089,-5519823.002,-6829647.015,-6151025.305,10035072.48,9249483.5,10873199.5,0.300171347,0.007606023,125,1.5
White-eyed Vireo,Vireo griseus,WEVI,VIRGRI,WEVI,"Hopp, 2022","Hopp, S. L. (2022). White-eyed Vireo (Vireo griseus), version 2.0. Birds of the World. https://doi.org/10.2173/bow.whevir.02species_shared.bow.project_name",11.04,Long Point Bird Observatory,scrub,insects,shrub,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,White-eyed Vireo,Vireo griseus,white-eyed vireo,white-eyed vireo,White-eyed vireo,"(Boddaert, 1783)",Viréo aux yeux blancs,White-eyed Vireo,Viréo aux yeux blancs,Passeriformes,Vireonidae,,Vireo,Vireo griseus,,,,,,Eastern Forest,Mexico-Central America,Vireonidae,landbird,M,other,native,22090753,20223913,24179468,2006,2015,PIF0615,BBS7017,1970,2017,-7065591.309,-8978314.323,-5239991.324,-7727956.405,-6425969.123,22090753.38,20223912.5,24179467.5,0.345526823,0.014272054,125,2
Willow Flycatcher,Empidonax traillii,WIFL,EMPTRA,WIFL,"Sedgwick, 2020","Sedgwick, J. A. (2020). Willow Flycatcher (Empidonax traillii), version 1.0. Birds of the World. https://doi.org/10.2173/bow.wilfly.01species_shared.bow.project_name",13.4,Birds of the World,marshes,insects,shrub,flycatching,low concern,Insectivore,air,sallier,Willow Flycatcher,Empidonax traillii,willow flycatcher,willow flycatcher,Willow flycatcher,"(Audubon, 1828)",Moucherolle des saules,Willow Flycatcher,Moucherolle des saules,Passeriformes,Tyrannidae,Fluvicolinae,Empidonax,Empidonax traillii,,,,,,Eastern Forest,Widespread Neotropical,Tyrannidae,landbird,M,other,native,8095093,6902363,9486416,2006,2015,PIF0615,BBS7017,1970,2017,2940723.187,1949423.609,4016124.305,2588134.869,3308645.734,8095093.277,6902362.5,9486415.5,0.192252001,0.007418508,125,2
Wilson's Snipe,Gallinago delicata,WISN,GALDEL,WISN,"Mueller, 2020","Mueller, H. (2020). Wilson’s Snipe (Gallinago delicata), version 1.0. Birds of the World. https://doi.org/10.2173/bow.wilsni1.01species_shared.bow.project_name",112.07,Birds of the World,marshes,aquatic invertebrates,ground,probing,low concern,Vermivore,ground,prober,Wilson's Snipe,Gallinago delicata,wilson's snipe,Wilson's snipe,Wilson's snipe,"(Ord, 1825)",Bécassine de Wilson,Wilson's Snipe,Bécassine de Wilson,Charadriiformes,Scolopacidae,Scolopacinae,Gallinago,Gallinago delicata,,Wilson's snipe,Pa-dash'-ka-an'-ja,bill long and pointed,Gallinago media wilsoni,Wetland,Widespread,Scolopacidae,shorebird,M,other,native,2000000,800000,5000000,2011,2013,Shoreb12,BBS7017,1970,2017,-356660.3324,-1014231.804,-0.240691262,-545459.1726,-197856.6971,Missing,,,,,,
Wild Turkey,Meleagris gallopavo,WITU,MELGAL,WITU,"McRoberts et al., 2020","McRoberts, J. T., Wallace, M. C., & Eaton, S. W. (2020). Wild Turkey (Meleagris gallopavo), version 1.0. Birds of the World. https://doi.org/10.2173/bow.wiltur.01species_shared.bow.project_name",4130,Birds of the World,open woodlands,omnivore,ground,ground forager,low concern,Omnivore,ground,forager,Wild Turkey,Meleagris gallopavo,wild turkey,wild turkey,Wild turkey,"(Linnaeus, 1758)",Dindon sauvage,Wild Turkey,Dindon sauvage,Galliformes,Phasianidae,,Meleagris,Meleagris gallopavo,,,,,,Forest Generalist,Temperate North America,Phasianidae,landbird,R,other,native,6750000,6075000,7425000,2008,2010,BNA2014,BBS7017,1970,2017,-11369566.4,-14551262.31,-8873201.812,-12362236.21,-10471818.03,Missing,,,,,,
Winter Wren,Troglodytes hiemalis,WIWR,TROHIE,WIWR,"Hejl et al., 2020","Hejl, S. J., Holmes, J. A., & Kroodsma, D. E. (2020). Winter Wren (Troglodytes hiemalis), version 1.0. Birds of the World. https://doi.org/10.2173/bow.winwre3.01species_shared.bow.project_name",8.27,Long Point Bird Observatory,forests,insects,cavity,ground forager,low concern,Insectivore,ground,gleaner,Winter Wren,Troglodytes hiemalis,winter wren,winter wren,Winter wren,"(Vieillot, 1819)",Troglodyte des forêts,Winter Wren,Troglodyte des forêts,Passeriformes,Troglodytidae,,Troglodytes,Troglodytes hiemalis,,Winter wren,O-du-na'-mis-sug-ud-da-we'-shi ,"Making a big noise for its size, not distinguished from house wren",,Boreal Forest,Temperate North America,Troglodytidae,landbird,M,other,native,11140437,9052643,13798379,2006,2015,PIF0615,BBS7017,1970,2017,-2182790.915,-5115622.53,23901.20003,-3121130.343,-1350791.466,11140436.66,9052643,13798379,0.450595909,0.010210473,200,1.75
Wood Duck,Aix sponsa,WODU,AIXSPO,WODU,"Hepp and Bellrose, 2020","Hepp, G. R., & Bellrose, F. C. (2020). Wood Duck (Aix sponsa), version 1.0. Birds of the World. https://doi.org/10.2173/bow.wooduc.01species_shared.bow.project_name",657.5,Birds of the World,lakes and ponds,plants,cavity,dabbler,low concern,Granivore,ground,gleaner,Wood Duck,Aix sponsa,wood duck,wood duck,Wood duck,"(Linnaeus, 1758)",Canard branchu,Wood Duck,Canard branchu,Anseriformes,Anatidae,Anatinae,Aix,Aix sponsa,,Wood Duck,Si-a-mo',unknown,Aix sponsa,Wetland,Temperate North America,Anatidae,waterfowl,M,other,native,2148806,1930697,2371212,2006,2015,PIF0615,BBS7017,1970,2017,-1382265.73,-1651780.844,-1141445.038,-1472194.892,-1297891.335,2148805.879,1930697.475,2371211.625,0.255417551,0.006689409,125,1.5
White-throated Sparrow,Zonotrichia albicollis,WTSP,ZONALB,WTSP,"Falls and Kopachena, 2020","Falls, J. B., & Kopachena, J. G. (2020). White-throated Sparrow (Zonotrichia albicollis), version 1.0. Birds of the World. https://doi.org/10.2173/bow.whtspa.01species_shared.bow.project_name",26.1,Long Point Bird Observatory,forests,seeds,ground,ground forager,low concern,Omnivore,ground,forager,White-throated Sparrow,Zonotrichia albicollis,white-throated sparrow,white-throated sparrow,White-throated sparrow,"(Gmelin, 1789)",Bruant à gorge blanche,White-throated Sparrow,Bruant à gorge blanche,Passeriformes,Passerellidae,,Zonotrichia,Zonotrichia albicollis,,,,,,Boreal Forest,Temperate North America,Passerellidae,landbird,M,other,native,162847702,138867549,189194261,2006,2015,PIF0615,BBS7017,1970,2017,93507758.78,71792609.34,118131445.9,85735346.85,101544294.9,162847701.6,138867548.5,189194261,0.810191169,0.028959236,200,2
Yellow-billed Cuckoo,Coccyzus americanus,YBCU,COCAME,YBCU,"Hughes, 2020b","Hughes, J. M. (2020b). Yellow-billed Cuckoo (Coccyzus americanus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.yebcuc.01species_shared.bow.project_name",58.38,Long Point Bird Observatory,open woodlands,insects,tree,foliage gleaner,common bird in steep decline,Insectivore,lower-canopy,gleaner,Yellow-billed Cuckoo,Coccyzus americanus,yellow-billed cuckoo,yellow-billed cuckoo,Yellow-billed cuckoo,"(Linnaeus, 1758)",Coulicou à bec jaune,Yellow-billed Cuckoo,Coulicou à bec jaune,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,Coccyzus americanus,,,,,,Eastern Forest,South America,Cuculidae,landbird,M,other,native,8358126,7571171,9214892,2006,2015,PIF0615,BBS7017,1970,2017,7765674.065,6309631.244,9265539.408,7259180.132,8257017.917,8358125.516,7571170.5,9214892,0.322683865,0.010071364,200,2
Yellow Warbler,Setophaga petechia,YEWA,SETPET,YWAR,"Lowther et al., 2020","Lowther, P. E., Celada, C., Klein, N. K., Rimmer, C. C., & Spector, D. A. (2020). Yellow Warbler (Setophaga petechia), version 1.0. Birds of the World. https://doi.org/10.2173/bow.yelwar.01species_shared.bow.project_name",9.73,Long Point Bird Observatory,open woodlands,insects,shrub,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,Yellow Warbler,Setophaga petechia,yellow warbler,yellow warbler,Yellow warbler,"(Linnaeus, 1766)",Paruline jaune,Yellow Warbler,Paruline jaune,Passeriformes,Parulidae,,Setophaga,Setophaga petechia,,,,,,Forest Generalist,Widespread Neotropical,Parulidae,landbird,M,other,native,92640979,83231903,102629283,2006,2015,PIF0615,BBS7017,1970,2017,30516332.67,22777261.24,38840679.84,27767230.55,33373984.04,92640979.34,83231903,102629282.5,0.100828316,0.012896374,125,2
Yellow-throated Vireo,Vireo flavifrons,YTVI,VIRFLF,YTVI,"Rodewald and James, 2020","Rodewald, P. G., & James, R. D. (2020). Yellow-throated Vireo (Vireo flavifrons), version 1.0. Birds of the World. https://doi.org/10.2173/bow.yetvir.01species_shared.bow.project_name",16.67,Long Point Bird Observatory,open woodlands,insects,tree,foliage gleaner,low concern,Insectivore,upper-canopy,gleaner,Yellow-throated Vireo,Vireo flavifrons,yellow-throated vireo,yellow-throated vireo,Yellow-throated vireo,"(Vieillot, 1808)",Viréo à gorge jaune,Yellow-throated Vireo,Viréo à gorge jaune,Passeriformes,Vireonidae,,Vireo,Vireo flavifrons,,,,,,Eastern Forest,Mexico-Central America,Vireonidae,landbird,M,other,native,4705278,4250092,5161482,2006,2015,PIF0615,BBS7017,1970,2017,-2146791.291,-2589822.081,-1745189.848,-2293583.276,-2002720.801,4705278.262,4250091.5,5161481.5,0.234056711,0.007699809,125,2
