site_code,sample_year,species_code,breeding_territories
SRS2,2013,FISP,1
SRS2,2013,RWBL,10
SRS2,2013,SOSP,1.5
SRS2,2013,YWAR,1
SRS2,2016,CHSP,2
SRS2,2016,COYE,0.25
SRS2,2016,EAKI,1
SRS2,2016,EATO,0.5
SRS2,2016,FISP,1
SRS2,2016,KILL,3
SRS2,2016,RWBL,5
SRS2,2016,SOSP,1
SRS2,2016,WISN,0.5
SRS2,2016,YWAR,2.5
SRS2,2021,AMBI,0.5
SRS2,2021,BRTH,0.25
SRS2,2021,CHSP,2
SRS2,2021,COYE,2
SRS2,2021,EAKI,1.5
SRS2,2021,FISP,2.5
SRS2,2021,HOWR,0.5
SRS2,2021,MAWR,0.5
SRS2,2021,RWBL,13
SRS2,2021,SOSP,2.5
SRS2,2021,YWAR,6
STDP,1991,BAOR,1
STDP,1991,BCCH,1
STDP,1991,COGR,1
STDP,1991,COYE,4
STDP,1991,EAKI,3.5
STDP,1991,HOWR,0.5
STDP,1991,RWBL,30
STDP,1991,SOSP,9
STDP,1991,TRES,4
STDP,1991,YWAR,4.5
STDP,1993,BAOR,2
STDP,1993,CEDW,1
STDP,1993,COGR,2
STDP,1993,COYE,6
STDP,1993,EAKI,4
STDP,1993,FISP,0.25
STDP,1993,HOWR,1.5
STDP,1993,MODO,2
STDP,1993,RWBL,41
STDP,1993,SOSP,8.5
STDP,1993,TRES,5.5
STDP,1993,YWAR,2
STDP,1998,BAOR,1.5
STDP,1998,COGR,1
STDP,1998,COYE,8
STDP,1998,EAKI,2
STDP,1998,GCFL,0.5
STDP,1998,MODO,1
STDP,1998,RWBL,24.5
STDP,1998,SOSP,9
STDP,1998,TRES,4.5
STDP,1998,WAVI,1
STDP,1998,YWAR,9
STDP,2003,BAOR,2
STDP,2003,BRTH,0.25
STDP,2003,CEDW,1
STDP,2003,CHSP,1.5
STDP,2003,COYE,7.5
STDP,2003,EAKI,5
STDP,2003,EAWP,1
STDP,2003,EWPW,0.25
STDP,2003,FISP,1
STDP,2003,GRCA,0.25
STDP,2003,MALL,1
STDP,2003,RWBL,31
STDP,2003,SORA,1
STDP,2003,SOSP,3.5
STDP,2003,SWSP,2
STDP,2003,TRES,2
STDP,2003,YWAR,8
STDP,2006,AMRO,1.5
STDP,2006,BAOR,3.5
STDP,2006,BCCH,1
STDP,2006,CHSP,3
STDP,2006,COGR,1
STDP,2006,COYE,11
STDP,2006,EAKI,5
STDP,2006,EATO,2
STDP,2006,EAWP,1.5
STDP,2006,EWPW,0.25
STDP,2006,FISP,2
STDP,2006,GCFL,0.5
STDP,2006,HOME,1
STDP,2006,HOWR,5
STDP,2006,LEFL,1
STDP,2006,MODO,2.5
STDP,2006,NRWS,0.5
STDP,2006,PBGR,1
STDP,2006,REVI,1.5
STDP,2006,RWBL,30
STDP,2006,SOSP,9.5
STDP,2006,SWSP,2
STDP,2006,TRES,2.5
STDP,2006,WAVI,1
STDP,2006,YWAR,15.5
STDP,2009,AMRO,0.25
STDP,2009,BAOR,0.25
STDP,2009,CEDW,5
STDP,2009,CHSP,0.5
STDP,2009,COYE,5
STDP,2009,EAKI,5
STDP,2009,EATO,0.5
STDP,2009,EWPW,0.5
STDP,2009,FISP,1.5
STDP,2009,GCFL,0.25
STDP,2009,GRCA,2
STDP,2009,HOME,1
STDP,2009,HOWR,1
STDP,2009,MODO,0.25
STDP,2009,RWBL,29
STDP,2009,SOSP,6
STDP,2009,SWSP,0.5
STDP,2009,YWAR,9
STDP,2011,AMGO,1
STDP,2011,AMRO,2
STDP,2011,BAOR,2
STDP,2011,BBCU,1
STDP,2011,BRTH,1
STDP,2011,CEDW,1
STDP,2011,COYE,6
STDP,2011,EAKI,3.5
STDP,2011,EATO,1
STDP,2011,EAWP,0.5
STDP,2011,EWPW,2
STDP,2011,FISP,2
STDP,2011,GCFL,1
STDP,2011,GRCA,1
STDP,2011,HOME,1
STDP,2011,HOWR,3
STDP,2011,LEFL,1
STDP,2011,MODO,0.5
STDP,2011,PBGR,2
STDP,2011,RWBL,29
STDP,2011,SOSP,6.5
STDP,2011,WAVI,1
STDP,2011,YWAR,15
STDP,2016,BAOR,1
STDP,2016,BCCH,1
STDP,2016,CHSP,2.5
STDP,2016,COYE,13.5
STDP,2016,EAKI,4
STDP,2016,EATO,1
STDP,2016,FISP,2
STDP,2016,HOME,1
STDP,2016,HOWR,2
STDP,2016,MODO,2
STDP,2016,PBGR,1
STDP,2016,RWBL,32
STDP,2016,SOSP,5
STDP,2016,SWSP,2
STDP,2016,TRES,1
STDP,2016,YWAR,17.5
STDP,2018,AMGO,1
STDP,2018,AMRO,2
STDP,2018,BAOR,3
STDP,2018,BCCH,1
STDP,2018,BLJA,0.5
STDP,2018,BRTH,4
STDP,2018,CHSP,5
STDP,2018,COGR,1
STDP,2018,COYE,14
STDP,2018,EAKI,3
STDP,2018,EATO,7
STDP,2018,FISP,5
STDP,2018,GCFL,0.25
STDP,2018,HOME,1
STDP,2018,HOWR,4
STDP,2018,MAWR,1
STDP,2018,MODO,4
STDP,2018,NOFL,1
STDP,2018,OROR,2
STDP,2018,PBGR,2
STDP,2018,RWBL,16
STDP,2018,SOSP,9
STDP,2018,TRES,3
STDP,2018,VIRA,1
STDP,2018,WAVI,2
STDP,2018,YBCU,1
STDP,2018,YWAR,17.5
STDP,2021,AMGO,1
STDP,2021,AMRO,0.25
STDP,2021,BAOR,1
STDP,2021,BCCH,2
STDP,2021,BHCO,1
STDP,2021,BLJA,0.5
STDP,2021,BRTH,2.5
STDP,2021,CEDW,1
STDP,2021,CHSP,3
STDP,2021,COGR,2
STDP,2021,COYE,15
STDP,2021,EAKI,4
STDP,2021,EATO,4.5
STDP,2021,FISP,2.5
STDP,2021,HOWR,2
STDP,2021,MALL,1
STDP,2021,MODO,1.5
STDP,2021,NOCA,0.5
STDP,2021,PBGR,2
STDP,2021,RWBL,15.5
STDP,2021,SOSP,2
STDP,2021,TRES,3
STDP,2021,YBCU,0.25
STDP,2021,YWAR,17.5
TMSL,1991,AMGO,3
TMSL,1991,AMWO,2
TMSL,1991,BAOR,2.5
TMSL,1991,BBCU,1
TMSL,1991,BCCH,4
TMSL,1991,BLJA,1
TMSL,1991,BRTH,3
TMSL,1991,CARW,3
TMSL,1991,CEDW,1
TMSL,1991,CHSP,1
TMSL,1991,COGR,6.5
TMSL,1991,COYE,10.5
TMSL,1991,EAKI,3
TMSL,1991,EATO,1
TMSL,1991,EAWP,3
TMSL,1991,FISP,1
TMSL,1991,GCFL,2
TMSL,1991,GRCA,3
TMSL,1991,HOWR,10
TMSL,1991,MALL,1
TMSL,1991,MODO,3.5
TMSL,1991,NOCA,1
TMSL,1991,NOFL,0.5
TMSL,1991,RWBL,12
TMSL,1991,SOSP,10.5
TMSL,1991,SWSP,1
TMSL,1991,TRES,2.5
TMSL,1991,YWAR,2
TMSL,1992,AMGO,1
TMSL,1992,AMWO,1
TMSL,1992,BAOR,3
TMSL,1992,BCCH,3
TMSL,1992,BHCO,1
TMSL,1992,BRTH,3
TMSL,1992,CARW,2
TMSL,1992,CEDW,1
TMSL,1992,CHSP,3
TMSL,1992,COGR,6
TMSL,1992,COYE,9
TMSL,1992,EAKI,2.5
TMSL,1992,EAPH,0.5
TMSL,1992,EATO,2
TMSL,1992,EAWP,4
TMSL,1992,EUST,1
TMSL,1992,EWPW,1
TMSL,1992,FISP,3.5
TMSL,1992,GCFL,3
TMSL,1992,GRCA,3
TMSL,1992,HOWR,8.5
TMSL,1992,INBU,1
TMSL,1992,MALL,1
TMSL,1992,MODO,3
TMSL,1992,NOCA,2
TMSL,1992,NOFL,0.5
TMSL,1992,RWBL,11.5
TMSL,1992,SOSP,8.5
TMSL,1992,SWSP,2
TMSL,1992,TRES,3
TMSL,1992,VIRA,1
TMSL,1992,WODU,1
TMSL,1992,YWAR,4.5
TMSL,1996,AMGO,1
TMSL,1996,AMRE,3
TMSL,1996,AMWO,2
TMSL,1996,BAOR,4
TMSL,1996,BCCH,1
TMSL,1996,BGGN,2
TMSL,1996,BHCO,3
TMSL,1996,BLJA,1
TMSL,1996,BRTH,3
TMSL,1996,CEDW,1
TMSL,1996,CHSP,7.5
TMSL,1996,COGR,1
TMSL,1996,COYE,15
TMSL,1996,EAKI,3
TMSL,1996,EATO,5
TMSL,1996,EAWP,6
TMSL,1996,EWPW,2
TMSL,1996,GCFL,2
TMSL,1996,GRCA,10
TMSL,1996,HOWR,13
TMSL,1996,MAWR,1
TMSL,1996,MODO,2.5
TMSL,1996,NOCA,3
TMSL,1996,REVI,3
TMSL,1996,RTHU,2
TMSL,1996,RWBL,18
TMSL,1996,SOSP,10
TMSL,1996,SWSP,2
TMSL,1996,TRES,4
TMSL,1996,WEVI,1
TMSL,1996,YWAR,17
TMSL,2000,AMRO,1
TMSL,2000,AMWO,4
TMSL,2000,BAOR,1
TMSL,2000,BCCH,2
TMSL,2000,BGGN,1
TMSL,2000,BLJA,1
TMSL,2000,BRTH,4
TMSL,2000,CARW,1
TMSL,2000,CEDW,2
TMSL,2000,CHSP,8
TMSL,2000,COGR,1
TMSL,2000,COYE,12.5
TMSL,2000,EAKI,4
TMSL,2000,EATO,1
TMSL,2000,EAWP,5
TMSL,2000,EWPW,3
TMSL,2000,GCFL,4
TMSL,2000,GRCA,9
TMSL,2000,HOWR,13
TMSL,2000,MALL,1
TMSL,2000,MAWR,1
TMSL,2000,MODO,4
TMSL,2000,NOCA,1
TMSL,2000,RTHU,1
TMSL,2000,RWBL,17.5
TMSL,2000,SOSP,8.5
TMSL,2000,SWSP,3
TMSL,2000,TRES,5
TMSL,2000,YWAR,28
TMSL,2001,AMGO,1
TMSL,2001,AMRO,2
TMSL,2001,AMWO,2
TMSL,2001,BCCH,3
TMSL,2001,BGGN,1
TMSL,2001,BHCO,2
TMSL,2001,BLJA,1
TMSL,2001,BRTH,2
TMSL,2001,CARW,1
TMSL,2001,CEDW,4
TMSL,2001,CHSP,3
TMSL,2001,COGR,4
TMSL,2001,COYE,5
TMSL,2001,EAKI,2
TMSL,2001,EATO,4
TMSL,2001,EAWP,1
TMSL,2001,EUST,1
TMSL,2001,EWPW,2
TMSL,2001,GCFL,2
TMSL,2001,GRCA,9
TMSL,2001,HOWR,6
TMSL,2001,LEFL,2
TMSL,2001,MODO,3.5
TMSL,2001,NOCA,1
TMSL,2001,NOFL,1
TMSL,2001,RWBL,14
TMSL,2001,SOSP,3
TMSL,2001,TRES,4
TMSL,2001,WEVI,1
TMSL,2001,WIFL,1
TMSL,2001,YBCU,1
TMSL,2001,YWAR,16
TMSL,2005,AMGO,1
TMSL,2005,AMRO,2
TMSL,2005,AMWO,2
TMSL,2005,BAOR,3.5
TMSL,2005,BCCH,3
TMSL,2005,BGGN,2
TMSL,2005,BHCO,3
TMSL,2005,BLJA,1
TMSL,2005,BRTH,3
TMSL,2005,CARW,2
TMSL,2005,CEDW,2
TMSL,2005,CHSP,4
TMSL,2005,COGR,4
TMSL,2005,COYE,6
TMSL,2005,CSWA,1
TMSL,2005,EAKI,3
TMSL,2005,EATO,4
TMSL,2005,EAWP,2
TMSL,2005,EWPW,2
TMSL,2005,FISP,1
TMSL,2005,GCFL,1
TMSL,2005,GRCA,7
TMSL,2005,HOWR,9
TMSL,2005,LEFL,2
TMSL,2005,MAWR,1
TMSL,2005,MODO,2
TMSL,2005,RWBL,17
TMSL,2005,SOSP,3.5
TMSL,2005,SWSP,2
TMSL,2005,TRES,3
TMSL,2005,VIRA,1
TMSL,2005,WEVI,1
TMSL,2005,YBCU,2
TMSL,2005,YWAR,35
TMSL,2009,AMRO,4
TMSL,2009,BAOR,3
TMSL,2009,BCCH,3
TMSL,2009,BGGN,3
TMSL,2009,BHCO,1
TMSL,2009,BRTH,3
TMSL,2009,CHSP,4.5
TMSL,2009,COGR,2
TMSL,2009,COYE,7
TMSL,2009,EAKI,3
TMSL,2009,EATO,5
TMSL,2009,EAWP,2
TMSL,2009,EWPW,1.5
TMSL,2009,FISP,0.5
TMSL,2009,GHOW,1
TMSL,2009,GRCA,11
TMSL,2009,HOWR,8.5
TMSL,2009,LEFL,2
TMSL,2009,MODO,2
TMSL,2009,NOCA,1
TMSL,2009,REVI,2
TMSL,2009,RWBL,13.5
TMSL,2009,SOSP,6
TMSL,2009,SWSP,1.5
TMSL,2009,TRES,7
TMSL,2009,WIFL,1
TMSL,2009,YWAR,27.5
TMSL,2012,AMGO,1
TMSL,2012,AMRO,3
TMSL,2012,AMWO,1
TMSL,2012,BAOR,2
TMSL,2012,BCCH,3
TMSL,2012,BHCO,1
TMSL,2012,BRTH,1
TMSL,2012,CEDW,1
TMSL,2012,CHSP,4
TMSL,2012,COGR,2
TMSL,2012,COYE,10
TMSL,2012,EAKI,1.5
TMSL,2012,EATO,10
TMSL,2012,EWPW,4
TMSL,2012,FISP,2
TMSL,2012,GCFL,3
TMSL,2012,GRCA,10
TMSL,2012,GRHE,0.5
TMSL,2012,HOWR,1
TMSL,2012,MAWR,2
TMSL,2012,MODO,4
TMSL,2012,NOCA,3
TMSL,2012,RBNU,1
TMSL,2012,RWBL,13
TMSL,2012,SOSP,5
TMSL,2012,SWSP,2
TMSL,2012,TRES,5
TMSL,2012,WIFL,1
TMSL,2012,WISN,0.5
TMSL,2012,YBCU,2
TMSL,2012,YWAR,20
TMSL,2016,AMCR,1
TMSL,2016,AMRE,1
TMSL,2016,AMRO,1
TMSL,2016,BCCH,4
TMSL,2016,BLJA,1
TMSL,2016,BRTH,1
TMSL,2016,CHSP,5.5
TMSL,2016,COYE,6
TMSL,2016,EAKI,3
TMSL,2016,EATO,3
TMSL,2016,EWPW,1
TMSL,2016,FISP,1
TMSL,2016,GCFL,1
TMSL,2016,GRCA,3
TMSL,2016,HOWR,4
TMSL,2016,INBU,1
TMSL,2016,MAWR,3
TMSL,2016,MODO,4
TMSL,2016,NOCA,2
TMSL,2016,REVI,2
TMSL,2016,RWBL,13
TMSL,2016,SOSP,2
TMSL,2016,SWSP,3
TMSL,2016,TRES,1
TMSL,2016,WEVI,1
TMSL,2016,YBCU,1
TMSL,2016,YWAR,28
TMSL,2017,AMRO,2
TMSL,2017,AMWO,1
TMSL,2017,BBCU,1
TMSL,2017,BCCH,2
TMSL,2017,CEDW,0.5
TMSL,2017,CHSP,2
TMSL,2017,COYE,7
TMSL,2017,EAKI,1
TMSL,2017,EATO,2
TMSL,2017,EAWP,1
TMSL,2017,EWPW,1
TMSL,2017,GCFL,0.5
TMSL,2017,GRCA,3
TMSL,2017,HOWR,1
TMSL,2017,INBU,2
TMSL,2017,MAWR,1
TMSL,2017,REVI,1
TMSL,2017,RWBL,6
TMSL,2017,SOSP,2
TMSL,2017,SWSP,1
TMSL,2017,WEVI,1
TMSL,2017,YBCU,2
TMSL,2017,YWAR,20.5
TMSL,2021,AMRO,2.5
TMSL,2021,AMWO,2
TMSL,2021,BCCH,3
TMSL,2021,BLJA,3
TMSL,2021,BRTH,0.5
TMSL,2021,CARW,2
TMSL,2021,CHSP,2.5
TMSL,2021,COGR,3.5
TMSL,2021,COYE,10
TMSL,2021,EAKI,1.5
TMSL,2021,EATO,5
TMSL,2021,FISP,0.5
TMSL,2021,GCFL,3.5
TMSL,2021,GRCA,4
TMSL,2021,GRHE,0.5
TMSL,2021,HAWO,1
TMSL,2021,HOWR,0.25
TMSL,2021,INBU,0.5
TMSL,2021,MALL,0.25
TMSL,2021,MAWR,1.5
TMSL,2021,MODO,3
TMSL,2021,NOCA,4
TMSL,2021,REVI,2
TMSL,2021,RWBL,20.5
TMSL,2021,SOSP,0.5
TMSL,2021,TRES,2
TMSL,2021,WODU,2
TMSL,2021,YBCU,3
TMSL,2021,YWAR,19
WPWC,1991,AMRO,1
WPWC,1991,BAOR,4.5
WPWC,1991,BCCH,2
WPWC,1991,BHCO,1
WPWC,1991,BLJA,1
WPWC,1991,BRTH,1.5
WPWC,1991,CAWA,1
WPWC,1991,CEDW,1
WPWC,1991,CHSP,5
WPWC,1991,COGR,0.5
WPWC,1991,COYE,8
WPWC,1991,CWWI,1
WPWC,1991,EAKI,1.5
WPWC,1991,EATO,5
WPWC,1991,EAWP,3
WPWC,1991,FISP,2.5
WPWC,1991,GCFL,2
WPWC,1991,GRCA,2
WPWC,1991,HOWR,20.5
WPWC,1991,MODO,2
WPWC,1991,NOFL,1
WPWC,1991,RWBL,4.5
WPWC,1991,SOSP,2.5
WPWC,1991,TRES,1
WPWC,1993,AMRO,0.5
WPWC,1993,BAOR,5.5
WPWC,1993,BCCH,2.5
WPWC,1993,BHCO,2
WPWC,1993,BLBW,1
WPWC,1993,BLJA,1
WPWC,1993,BRCR,1
WPWC,1993,BRTH,0.5
WPWC,1993,CARW,1
WPWC,1993,CEDW,2
WPWC,1993,CHSP,5.5
WPWC,1993,COGR,1
WPWC,1993,COYE,5.5
WPWC,1993,CWWI,1
WPWC,1993,DOWO,1
WPWC,1993,EAKI,1.5
WPWC,1993,EATO,3.5
WPWC,1993,EAWP,3
WPWC,1993,EUST,1.5
WPWC,1993,EWPW,3
WPWC,1993,FISP,3.5
WPWC,1993,GCFL,2.5
WPWC,1993,GRCA,6
WPWC,1993,HOWR,27.5
WPWC,1993,LEFL,1
WPWC,1993,MALL,0.5
WPWC,1993,MAWA,1
WPWC,1993,MODO,4
WPWC,1993,NOCA,1.5
WPWC,1993,NOFL,1
WPWC,1993,RBNU,1
WPWC,1993,REVI,1
WPWC,1993,RWBL,3
WPWC,1993,SOSP,5
WPWC,1993,TRES,4.5
WPWC,1993,WEVI,1
WPWC,1993,YBCU,1
WPWC,1993,YWAR,0.5
WPWC,1995,AMGO,1
WPWC,1995,AMRO,2
WPWC,1995,BAOR,5.5
WPWC,1995,BCCH,2
WPWC,1995,BHCO,4
WPWC,1995,BLJA,3
WPWC,1995,BRTH,1
WPWC,1995,CARW,1
WPWC,1995,CHSP,6.5
WPWC,1995,COGR,3
WPWC,1995,COYE,4
WPWC,1995,CWWI,1
WPWC,1995,EAKI,3
WPWC,1995,EATO,6
WPWC,1995,EAWP,3
WPWC,1995,EWPW,2
WPWC,1995,FISP,1
WPWC,1995,GCFL,3
WPWC,1995,GRCA,4
WPWC,1995,HOWR,22.5
WPWC,1995,MODO,2
WPWC,1995,NOCA,3
WPWC,1995,NOFL,0.5
WPWC,1995,RWBL,3.5
WPWC,1995,SOSP,9
WPWC,1995,TRES,2
WPWC,1995,WEVI,1
WPWC,1995,YWAR,2
WPWC,1998,AMRO,2
WPWC,1998,BAOR,2.5
WPWC,1998,BCCH,1
WPWC,1998,BHCO,1
WPWC,1998,BLJA,1
WPWC,1998,BRTH,0.5
WPWC,1998,CARW,3
WPWC,1998,CHSP,4
WPWC,1998,COGR,3
WPWC,1998,COYE,6
WPWC,1998,EAKI,3.5
WPWC,1998,EATO,2
WPWC,1998,EAWP,3
WPWC,1998,EWPW,2.5
WPWC,1998,GCFL,2
WPWC,1998,GRCA,2
WPWC,1998,HOWR,16
WPWC,1998,MODO,4
WPWC,1998,RWBL,5
WPWC,1998,SOSP,9.5
WPWC,1998,TRES,1
WPWC,1998,WIWR,1
WPWC,1998,WTSP,1
WPWC,1998,YWAR,5
WPWC,2002,AMRO,2
WPWC,2002,BAOR,2
WPWC,2002,BCCH,2
WPWC,2002,BHCO,3
WPWC,2002,BLJA,1
WPWC,2002,CEDW,1
WPWC,2002,CHSP,6
WPWC,2002,COGR,1
WPWC,2002,COYE,2
WPWC,2002,EAKI,0.5
WPWC,2002,EATO,4
WPWC,2002,EAWP,5
WPWC,2002,EWPW,1
WPWC,2002,FISP,1
WPWC,2002,GCFL,1
WPWC,2002,GRCA,6
WPWC,2002,HOWR,8
WPWC,2002,LEFL,0.5
WPWC,2002,MODO,2
WPWC,2002,NOCA,1
WPWC,2002,REVI,1
WPWC,2002,RWBL,1.5
WPWC,2002,SOSP,1
WPWC,2002,TRES,3
WPWC,2002,YWAR,14
WPWC,2003,AMRE,1
WPWC,2003,AMRO,0.5
WPWC,2003,BAOR,2.5
WPWC,2003,BCCH,2
WPWC,2003,BHCO,1
WPWC,2003,BLJA,1
WPWC,2003,CARW,1.5
WPWC,2003,CHSP,7
WPWC,2003,COHA,1
WPWC,2003,COYE,6.5
WPWC,2003,EAKI,2
WPWC,2003,EATO,5
WPWC,2003,EAWP,4.5
WPWC,2003,EWPW,1
WPWC,2003,FISP,1
WPWC,2003,GCFL,2
WPWC,2003,GRCA,5.5
WPWC,2003,HOWR,8.5
WPWC,2003,MODO,1
WPWC,2003,NOCA,2.5
WPWC,2003,PIWA,1
WPWC,2003,REVI,4
WPWC,2003,RWBL,2
WPWC,2003,SOSP,2
WPWC,2003,WEVI,2
WPWC,2003,YWAR,14
WPWC,2007,AMRO,1.5
WPWC,2007,BAOR,1.5
WPWC,2007,BCCH,1
WPWC,2007,BLJA,1
WPWC,2007,CHSP,4
WPWC,2007,COYE,5.5
WPWC,2007,EAKI,1
WPWC,2007,EATO,6
WPWC,2007,EAWP,4
WPWC,2007,EWPW,4
WPWC,2007,FISP,2
WPWC,2007,GCFL,2
WPWC,2007,GRCA,7
WPWC,2007,HOWR,12
WPWC,2007,MAWA,1
WPWC,2007,MODO,1
WPWC,2007,NOCA,3
WPWC,2007,NOFL,1
WPWC,2007,PIWA,1
WPWC,2007,RBNU,1
WPWC,2007,REVI,4
WPWC,2007,RWBL,2.5
WPWC,2007,SOSP,1
WPWC,2007,WODU,0.5
WPWC,2007,YBCU,1
WPWC,2007,YWAR,14.5
WPWC,2012,AMRO,2
WPWC,2012,BAOR,2
WPWC,2012,BCCH,2
WPWC,2012,CARW,1
WPWC,2012,CEDW,1
WPWC,2012,CHSP,5
WPWC,2012,COHA,0.5
WPWC,2012,COYE,7
WPWC,2012,EAKI,1.5
WPWC,2012,EATO,6
WPWC,2012,EWPW,2
WPWC,2012,FISP,1
WPWC,2012,GRCA,11
WPWC,2012,HOWR,10
WPWC,2012,MODO,1
WPWC,2012,REVI,5
WPWC,2012,RWBL,3
WPWC,2012,SOSP,2
WPWC,2012,TRES,2
WPWC,2012,WEVI,1
WPWC,2012,YWAR,28
WPWC,2016,AMRE,1
WPWC,2016,AMRO,4
WPWC,2016,BAOR,1
WPWC,2016,BCCH,3
WPWC,2016,BHCO,1
WPWC,2016,BLJA,1
WPWC,2016,CHSP,5
WPWC,2016,COGR,1
WPWC,2016,COYE,8
WPWC,2016,EAKI,3
WPWC,2016,EATO,6
WPWC,2016,EAWP,1
WPWC,2016,EWPW,1
WPWC,2016,FISP,1
WPWC,2016,GCFL,1
WPWC,2016,GRCA,8
WPWC,2016,HOWR,11
WPWC,2016,MODO,4
WPWC,2016,NOCA,2
WPWC,2016,NOFL,1
WPWC,2016,PIWA,2
WPWC,2016,RBNU,2
WPWC,2016,REVI,7
WPWC,2016,RWBL,3
WPWC,2016,SOSP,3
WPWC,2016,TRES,1
WPWC,2016,YBCU,0.5
WPWC,2016,YWAR,19
WPWC,2017,AMRO,1
WPWC,2017,BCCH,1
WPWC,2017,BLJA,1
WPWC,2017,CHSP,2
WPWC,2017,COYE,3
WPWC,2017,EAKI,1
WPWC,2017,EATO,2
WPWC,2017,EWPW,3
WPWC,2017,GRCA,1
WPWC,2017,HOWR,3.5
WPWC,2017,MODO,2
WPWC,2017,NOCA,1
WPWC,2017,REVI,1
WPWC,2017,RWBL,5
WPWC,2017,YWAR,14
WPWC,2021,AMRO,3
WPWC,2021,AMWO,0.5
WPWC,2021,BCCH,2
WPWC,2021,BLJA,1
WPWC,2021,CARW,0.5
WPWC,2021,CEDW,1
WPWC,2021,CHSP,3.5
WPWC,2021,COGR,1
WPWC,2021,COYE,6
WPWC,2021,EAKI,1.5
WPWC,2021,EASO,0.5
WPWC,2021,EATO,7
WPWC,2021,EAWP,3
WPWC,2021,EWPW,1
WPWC,2021,GCFL,2
WPWC,2021,GRCA,2
WPWC,2021,HAWO,0.5
WPWC,2021,HOWR,11
WPWC,2021,MODO,2.5
WPWC,2021,NOCA,2
WPWC,2021,PIWA,2
WPWC,2021,REVI,6
WPWC,2021,RWBL,0.5
WPWC,2021,SOSP,1
WPWC,2021,SSHA,1
WPWC,2021,YBCU,1
WPWC,2021,YWAR,1.5
